1,49077,-1,118
2,49182,-2,114
3,49161,-3,123
4,49140,-4,117
5,49392,-5,120
6,49182,-6,128
7,49182,-7,126
8,49056,-8,115
9,49182,-9,124
10,49190,-10,116
11,49287,-11,121
12,49077,-12,111
13,49182,-13,129
14,49172,-14,132
15,49161,-15,125
16,49266,-16,125
17,49182,-17,111
18,50602,-18,118
19,49140,-19,118
20,49182,-20,127
21,49182,-21,120
22,49182,-22,119
23,49182,-23,119
24,49350,-24,119
25,49308,-25,113
26,49014,-26,123
27,49098,-27,117
28,49203,-28,133
29,49192,-29,117
30,49014,-30,116
31,49182,-31,118
32,49170,-32,119
33,49192,-33,120
34,49182,-34,119
35,49392,-35,126
36,49140,-36,119
37,49182,-37,117
38,49182,-38,121
39,49182,-39,124
40,49308,-40,118
41,49266,-41,126
42,49182,-42,130
43,49182,-43,120
44,49182,-44,111
45,49182,-45,116
46,49035,-46,119
47,49203,-47,122
48,49191,-48,118
49,49056,-49,115
50,49098,-50,117
51,49182,-51,125
52,49182,-52,112
53,49014,-53,118
54,49203,-54,124
55,49140,-55,123
56,48993,-56,117
57,49266,-57,121
58,49098,-58,114
59,49350,-59,130
60,48993,-60,124
61,49182,-61,116
62,49182,-62,122
63,48993,-63,121
64,49182,-64,121
65,49182,-65,117
66,49182,-66,111
67,49203,-67,117
68,49182,-68,120
69,49182,-69,121
70,49182,-70,122
71,49306,-71,122
72,49182,-72,118
73,49098,-73,117
74,49203,-74,123
75,49182,-75,121
76,49182,-76,115
77,49182,-77,118
78,49182,-78,118
79,49182,-79,116
80,49182,-80,121
81,49182,-81,126
82,49182,-82,120
83,49077,-83,115
84,49161,-84,121
85,48972,-85,123
86,49182,-86,115
87,49161,-87,119
88,49266,-88,123
89,49182,-89,114
90,49182,-90,123
91,49182,-91,129
92,49224,-92,129
93,49350,-93,119
94,49329,-94,127
95,49287,-95,119
96,49161,-96,123
97,49161,-97,127
98,49182,-98,124
99,49245,-99,131
100,49182,-100,117
101,49266,-101,130
102,49182,-102,127
103,49182,-103,134
104,49203,-104,130
105,49182,-105,128
106,49182,-106,121
107,49182,-107,121
108,49182,-108,121
109,49203,-109,118
110,49056,-110,124
111,49182,-111,114
112,49245,-112,124
113,49148,-113,118
114,49161,-114,130
115,49182,-115,120
116,49182,-116,118
117,48993,-117,113
118,49287,-118,123
119,49350,-119,124
120,49182,-120,122
121,49119,-121,125
122,49182,-122,121
123,49182,-123,118
124,49182,-124,127
125,49392,-125,120
126,49077,-126,122
127,49383,-127,121
128,49187,-128,111
129,49287,-129,126
130,49190,-130,129
131,49182,-131,111
132,49182,-132,121
133,42252,-133,127
134,49182,-134,121
135,49329,-135,114
136,49392,-136,120
137,49182,-137,124
138,49182,-138,117
139,49098,-139,115
140,49371,-140,120
141,49182,-141,120
142,49161,-142,123
143,49329,-143,128
144,49182,-144,122
145,49134,-145,118
146,49371,-146,125
147,49371,-147,126
148,49035,-148,122
149,49182,-149,123
150,49182,-150,121
151,49187,-151,122
152,49182,-152,118
153,49077,-153,122
154,49182,-154,126
155,49035,-155,123
156,49182,-156,120
157,49182,-157,125
158,49182,-158,119
159,49350,-159,125
160,49182,-160,123
161,49182,-161,123
162,49182,-162,124
163,49182,-163,117
164,49308,-164,125
165,49098,-165,121
166,49140,-166,115
167,49350,-167,116
168,49329,-168,122
169,49161,-169,118
170,49371,-170,118
171,49182,-171,127
172,49056,-172,125
173,49182,-173,129
174,49140,-174,123
175,49119,-175,124
176,49119,-176,121
177,49056,-177,119
178,49287,-178,120
179,49308,-179,123
180,49182,-180,124
181,49182,-181,120
182,49413,-182,127
183,49182,-183,121
184,49035,-184,123
185,48993,-185,119
186,49182,-186,121
187,49224,-187,121
188,49392,-188,125
189,49253,-189,116
190,49182,-190,122
191,48951,-191,117
192,49203,-192,119
193,49056,-193,117
194,49182,-194,109
195,49203,-195,116
196,49182,-196,121
197,49161,-197,120
198,49182,-198,123
199,49329,-199,124
200,49182,-200,116
201,49392,-201,130
202,56070,-202,120
203,49203,-203,119
204,49224,-204,123
205,49182,-205,114
206,49182,-206,113
207,49203,-207,127
208,49182,-208,116
209,49035,-209,116
210,49161,-210,127
211,49203,-211,128
212,49182,-212,123
213,49182,-213,130
214,49350,-214,125
215,49329,-215,122
216,49182,-216,116
217,49212,-217,113
218,49182,-218,114
219,49602,-219,122
220,49182,-220,116
221,49162,-221,121
222,49182,-222,130
223,49350,-223,126
224,49182,-224,117
225,49161,-225,119
226,49187,-226,120
227,49182,-227,122
228,49308,-228,128
229,49182,-229,114
230,49119,-230,127
231,49161,-231,120
232,49182,-232,109
233,49077,-233,114
234,49182,-234,113
235,49182,-235,126
236,49182,-236,122
237,49603,-237,119
238,49182,-238,124
239,49182,-239,126
240,49371,-240,122
241,49182,-241,121
242,49035,-242,121
243,49182,-243,126
244,49182,-244,118
245,49182,-245,120
246,49182,-246,127
247,49224,-247,129
248,49180,-248,120
249,49014,-249,121
250,49182,-250,122
251,49182,-251,116
252,49202,-252,124
253,49182,-253,119
254,48993,-254,123
255,49182,-255,118
256,49203,-256,126
257,49035,-257,120
258,49182,-258,121
259,49085,-259,128
260,55839,-260,119
261,49035,-261,120
262,49182,-262,122
263,49182,-263,130
264,49266,-264,125
265,49182,-265,111
266,49182,-266,124
267,49266,-267,117
268,49182,-268,123
269,49161,-269,120
270,49182,-270,127
271,49224,-271,122
272,49182,-272,118
273,49182,-273,121
274,49182,-274,119
275,49077,-275,119
276,49308,-276,119
277,49329,-277,121
278,49182,-278,118
279,49182,-279,122
280,49182,-280,125
281,49287,-281,124
282,49203,-282,117
283,49182,-283,119
284,49329,-284,119
285,49392,-285,124
286,49287,-286,113
287,49183,-287,121
288,49014,-288,123
289,48888,-289,115
290,49119,-290,120
291,49182,-291,116
292,49182,-292,121
293,49182,-293,122
294,49182,-294,118
295,48972,-295,129
296,49308,-296,122
297,49119,-297,121
298,49182,-298,123
299,49162,-299,113
300,49119,-300,127
301,49350,-301,107
302,42252,-302,144
303,49182,-303,118
304,49182,-304,119
305,49056,-305,160
306,49350,-306,88
307,48426,-307,170
308,21000000,-308,69
309,49182,-309,177
310,49182,-310,66
311,49035,-311,104
312,49085,-312,144
313,49182,-313,154
314,49203,-314,90
315,49182,-315,219
316,21000000,-316,18
317,49182,-317,166
318,49308,-318,69
319,49077,-319,96
320,55839,-320,145
321,49287,-321,86
322,49182,-322,160
323,48951,-323,142
324,49077,-324,86
325,49182,-325,179
326,49182,-326,62
327,49182,-327,170
328,49035,-328,69
329,49392,-329,155
330,49308,-330,92
331,49182,-331,80
332,49182,-332,168
333,49329,-333,178
334,49182,-334,70
335,49182,-335,128
336,49371,-336,120
337,42252,-337,102
338,49182,-338,141
339,49161,-339,109
340,49182,-340,126
341,49182,-341,130
342,49182,-342,112
343,49182,-343,153
344,49182,-344,79
345,49161,-345,33
346,49182,-346,214
347,49077,-347,155
348,49191,-348,93
349,48972,-349,79
350,49119,-350,166
351,49035,-351,106
352,49350,-352,136
353,49182,-353,173
354,49140,-354,64
355,48972,-355,67
356,49182,-356,188
357,49182,-357,108
358,49329,-358,129
359,49329,-359,14
360,49182,-360,229
361,49329,-361,167
362,49266,-362,77
363,49077,-363,137
364,42252,-364,78
365,49161,-365,48
366,49077,-366,197
367,49203,-367,79
368,49182,-368,131
369,49161,-369,124
370,49182,-370,125
371,49202,-371,205
372,49182,-372,48
373,49182,-373,155
374,49192,-374,88
375,49350,-375,134
376,49182,-376,111
377,49182,-377,202
378,49182,-378,130
379,49182,-379,148
380,49182,-380,202
381,49035,-381,117
382,49182,-382,71
383,49182,-383,72
384,49287,-384,168
385,49077,-385,20
386,49203,-386,224
387,49182,-387,136
388,49182,-388,93
389,49266,-389,279
390,49182,-390,66
391,49194,-391,82
392,49182,-392,125
393,49329,-393,118
394,48972,-394,126
395,49392,-395,189
396,49182,-396,55
397,49266,-397,36
398,49182,-398,168
399,49161,-399,47
400,49203,-400,243
401,49308,-401,107
402,49182,-402,80
403,49182,-403,198
404,49192,-404,55
405,42111,-405,131
406,49182,-406,97
407,49182,-407,119
408,49182,-408,121
409,49161,-409,92
410,49192,-410,157
411,49182,-411,118
412,49161,-412,135
413,49308,-413,30
414,49182,-414,216
415,49266,-415,179
416,48993,-416,67
417,49170,-417,19
418,49161,-418,135
419,49182,-419,108
420,49182,-420,141
421,48993,-421,148
422,49203,-422,208
423,49188,-423,145
424,49182,-424,166
425,49182,-425,111
426,56112,-426,90
427,49329,-427,183
428,49182,-428,61
429,49077,-429,130
430,49182,-430,57
431,49140,-431,85
432,49140,-432,152
433,49119,-433,111
434,49182,-434,132
435,49182,-435,163
436,49014,-436,91
437,49182,-437,89
438,49770,-438,154
439,49182,-439,126
440,49182,-440,105
441,49350,-441,31
442,49098,-442,173
443,49182,-443,211
444,49182,-444,24
445,49182,-445,35
446,49077,-446,198
447,49014,-447,204
448,49182,-448,35
449,49182,-449,177
450,49077,-450,62
451,49077,-451,67
452,49182,-452,116
453,49161,-453,128
454,49253,-454,109
455,49182,-455,149
456,48993,-456,122
457,49203,-457,197
458,49308,-458,102
459,49077,-459,187
460,49182,-460,177
461,49287,-461,168
462,49182,-462,40
463,30900,-463,70
464,49182,-464,186
465,49182,-465,32
466,49056,-466,133
467,49350,-467,129
468,49182,-468,103
469,49056,-469,146
470,49098,-470,150
471,49161,-471,69
472,49056,-472,184
473,49182,-473,56
474,49035,-474,201
475,49182,-475,129
476,49203,-476,46
477,49203,-477,99
478,49342,-478,140
479,49077,-479,56
480,49182,-480,43
481,49182,-481,246
482,49077,-482,69
483,49182,-483,224
484,42273,-484,95
485,49161,-485,54
486,49253,-486,189
487,49182,-487,91
488,49182,-488,100
489,49308,-489,129
490,49182,-490,128
491,49182,-491,130
492,166992,-492,29
493,49182,-493,131
494,49161,-494,41
495,42315,-495,16
496,49182,-496,75
